ticker,da,roa,net_profit_margin,asset_turnover,debt_ratio
MMM,0.604602510460251,0.27277635308408693,0.9542020774315392,0.28586853826427316,0.604602510460251
AOS,0.4594691750044934,0.19261877658618418,0.4875644525326054,0.3950632077167336,0.4594691750044934
ABT,0.6021117348302593,0.24986634589681903,0.6037461650250282,0.41385993049986636,0.6021117348302593
ABBV,0.8343768342790061,0.29382703971825475,3.117280747275558,0.09425748385834475,0.8343768342790061
ABMD,0.17132706551669025,0.2920219879377912,4.7956010366137285,0.060893720246585376,0.17132706551669025
ACN,0.7625520270822473,0.23276777402720794,0.40562588638548774,0.5738484200340124,0.7625520270822473
ATVI,0.4566302652106084,0.2032761310452418,1.9682779456193353,0.1032761310452418,0.4566302652106084
ADM,0.635463503300488,0.04252367741318282,0.060736489717838356,0.7001339328422462,0.635463503300488
ADBE,0.47273852818690587,0.24329504783837694,7.029860719500043,0.03460880059309054,0.47273852818690587
ADP,0.9490416903445782,0.04176008679030842,0.777521281200404,0.053709252466807876,0.9490416903445782
AES,0.8966531813166605,0.12063258550937844,0.31477927063339733,0.38322912835601325,0.8966531813166605
AFL,28.847303921568628,-0.408578431372549,-0.23376805497125228,1.7477941176470588,28.847303921568628
AIG,23.744590531218677,-0.24420729909793054,-0.261258988267945,0.9347326218972938,23.744590531218677
APD,0.32472249504289974,0.12030465318829568,0.4309326252904082,0.2791727665252117,0.32472249504289974
AKAM,0.7745254931404935,0.297246880578958,1.8477547109549666,0.16086923162292102,0.7745254931404935
ALK,1.4153263954588458,0.15373699148533584,0.2191503708698584,0.7015137180700095,1.4153263954588458
ALB,0.40248757947399505,0.14127737437607849,0.5903009774508855,0.23933108663678793,0.40248757947399505
ARE,1.8157439513170799,2.1092855874153416,2.39159672695273,0.881957047207914,1.8157439513170799
ALGN,0.44318586281716943,0.28012895542002914,2.989590562109646,0.09370144493042294,0.44318586281716943
ALLE,0.5632942935459756,0.0904560179416895,0.13770864946889227,0.6568651881385497,0.5632942935459756
LNT,2.856454057032649,0.6006336961013914,0.9077659795960857,0.6616613858658218,2.856454057032649
ALL,21.467475477542592,2.146102219927723,5.710164835164835,0.37583892617449666,21.467475477542592
GOOGL,0.20518580166611453,0.14284790846874218,1.3127645355312987,0.1088145700180186,0.20518580166611453
GOOG,0.20518580166611453,0.14284790846874218,1.3127645355312987,0.1088145700180186,0.20518580166611453
MO,1.5495439469320067,0.6086235489220564,0.924724409448819,0.658167495854063,1.5495439469320067
AMZN,0.9452281178067639,0.318932105687698,0.4698704385380134,0.6787660587459915,0.9452281178067639
AMD,0.6168665939658307,0.21701199563794984,0.504222972972973,0.43038894947291895,0.6168665939658307
AEE,2.1346522016592213,0.4077855775366943,0.6754756871035941,0.6037013401403957,2.1346522016592213
AAL,1.7582962886384783,0.37713222371549676,0.562268803945746,0.6707329680554119,1.7582962886384783
AEP,2.2905441354292626,0.5645223700120919,1.3619019836639439,0.41451027811366387,2.2905441354292626
AXP,0.05956516145632317,0.04203653672970539,0.1711629125196438,0.24559372185771258,0.05956516145632317
AMT,1.6246157145921212,1.4719024808750982,3.824895494658616,0.38482162007578463,1.6246157145921212
AWK,3.482853223593964,1.0438957475994513,2.1930835734870318,0.47599451303155005,3.482853223593964
AMP,47.50425833924769,0.4155429382540809,0.581718827620467,0.7143364088005678,47.50425833924769
ABC,1.0642944059506894,0.04756877535282042,0.03156713449020725,1.5069082487540066,1.0642944059506894
AME,0.5917355582706911,0.09572876306304698,0.19479442299647154,0.49143482441887454,0.5917355582706911
AMGN,0.2575388925753889,0.10811275774779425,3.808658008658009,0.028386050283860504,0.2575388925753889
APH,0.5549008153209215,0.15414899291356582,0.4816666666666667,0.320032511239237,0.5549008153209215
ANSS,0.33306889249010607,0.1837035128442157,6.246093549874481,0.029410944837338745,0.33306889249010607
ANTM,0.6695470613213033,-0.4073743512350537,-0.40059521593199965,1.01692265667048,0.6695470613213033
AON,0.9036056897122065,0.07648031756533245,0.5977249224405378,0.1279523652001323,0.9036056897122065
APA,0.7199508146326468,0.8207808177067323,3.926470588235294,0.20903781125115278,0.7199508146326468
