ticker,da,roa,net_profit_margin,asset_turnover,debt_ratio
MMM,0.5087731465427561,0.276926277827866,0.9600865592690551,0.2884388653859491,0.5087731465427561
AOS,0.46218802777256524,0.19140551698254832,0.4890522614671568,0.391380496653531,0.46218802777256524
ABT,0.7021323367773137,0.21686084853814025,0.7118888688435865,0.3046273906353045,0.7021323367773137
ABBV,0.833306255077173,0.3466558353642025,3.488283378746594,0.09937720010831302,0.833306255077173
ABMD,0.14597426277468442,0.13005186975048033,0.6716601833714975,0.19362748153041584,0.14597426277468442
ACN,0.7472457335027584,0.23831599421120617,0.44556957286971927,0.5348569757048642,0.7472457335027584
ATVI,0.4790828640386163,0.17799678197908286,1.7251461988304093,0.10317779565567176,0.4790828640386163
ADM,0.5984073978936553,0.05435396866170049,0.0717677384344051,0.7573593629591575,0.5984073978936553
ADBE,0.6018218312171585,0.3167134667626739,6.753428180796773,0.04689669576456618,0.6018218312171585
ADP,0.9693349223358336,0.04615785204250248,0.7173168707200664,0.064347924782764,0.9693349223358336
AES,0.8069790628115653,0.1337986041874377,0.3097876269621422,0.43190428713858425,0.8069790628115653
AFL,24.38235294117647,-0.32954545454545453,-0.20960884353741496,1.572192513368984,24.38235294117647
AIG,35.00977974317544,-0.8110383536014967,-0.45364600675450695,1.787822093715452,35.00977974317544
APD,0.4600960214080516,0.1442485537759238,0.4681951717971644,0.3080949195230412,0.4600960214080516
AKAM,0.49219829376131013,0.17113255513133033,1.738026968057982,0.0984636937610632,0.49219829376131013
ALK,1.404669260700389,0.311284046692607,0.4071246819338422,0.7645914396887159,1.404669260700389
ALB,0.5472041103585833,0.13621097924476724,0.5642212259986203,0.24141413503840836,0.5472041103585833
ARE,2.3953394903369247,0.6892936548657431,1.1332208632082104,0.6082606464853771,2.3953394903369247
ALGN,0.504997622902477,0.30369748942559194,2.784709530515025,0.10905894711734039,0.504997622902477
ALLE,0.5575403641360357,0.14267720141990153,0.21718668293533205,0.6569334707431581,0.5575403641360357
LNT,1.3765113798008535,0.3096550497866287,0.6736943907156673,0.45963726884779516,1.3765113798008535
ALL,23.90455961483999,2.5400736335315774,5.995320855614973,0.4236760124610592,23.90455961483999
GOOGL,0.24133012598109513,0.15002852693096483,1.362579651284924,0.11010624354289063,0.24133012598109513
GOOG,0.24133012598109513,0.15002852693096483,1.362579651284924,0.11010624354289063,0.24133012598109513
MO,1.6739593417231364,0.6302032913843175,1.6169895678092399,0.38973862536302034,1.6739593417231364
