ticker,da,roa,at
MMM,0.5251594613749114,0.2868178596739901,0.30496102055279944
AOS,0.56344822764455,0.2077186604208907,0.4362021953436342
ABT,0.5898217366302473,0.1411730879815986,0.3604370327774583
ABBV,1.0509365900299883,0.12629840497196748,0.4344386979008214
ABMD,0.14681819260110993,0.12818630768565253,0.16452629772222696
ACN,0.7133951587841546,0.1938359039977789,0.41661029030483576
ATVI,0.24294601199733393,0.16074205732059543,0.04987780493223728
ADM,0.6108670824914346,0.04577000790652728,0.6186418343143284
ADBE,0.6944632462434006,0.3787735210504941,0.057804250710708
ADP,0.9286005618203439,0.019583287855374346,0.0801053556759365
AAP,0.7221741865829884,0.17530055069244332,0.3561119094037143
AES,0.9816482582837723,0.12846219201359388,0.3039932030586236
AFL,0.5883559482486589,-0.2287787945724203,1.1225938781950142
A,0.4295754026354319,0.09341142020497804,0.3349926793557833
AIG,4.961341132642724,-0.16685729224535145,0.5008659847717395
APD,0.2782645741459314,0.08677129270342779,0.18037052815806745
AKAM,0.31968495302067873,0.21936403056141146,0.12635357818066076
ALK,0.9422172452407614,-0.10996640537513998,0.2669652855543113
ALB,0.7241716703816594,0.11407931344779462,0.22128843490740058
ARE,1.6153351352354328,1.3298511678346043,0.7460513810115804
ALGN,0.761443261041767,0.3625244103670328,0.13579257246069396
ALLE,0.436306868867083,0.14308652988403212,0.5066904549509367
LNT,1.2536302032913844,0.5150048402710552,0.30977734753146174
ALL,0.18360722256035708,1.953134510042605,0.3799959423818219
GOOGL,0.29324264307746595,0.15217589691486838,0.12847313057815038
GOOG,0.29324264307746595,0.15217589691486838,0.12847313057815038
MO,1.2955149242069073,0.5808720112517581,0.5319581184560087
AMZN,0.9021235914277368,0.25944285600474465,0.5878426825058202
AMCR,0.7862098872506504,0.14180398959236773,0.6164353859496965
AMD,0.43945454545454543,0.22363636363636363,0.3352727272727273
AEE,1.3238993710691824,0.8320754716981132,0.12767295597484277
AAL,1.3439222042139385,-0.18719611021069693,0.41677471636953
AEP,2.085473237748375,0.8663500991194505,0.07099718777373104
AXP,0.05179751879018383,0.021099338947749707,0.22297684807872256
AMT,1.1449956178790535,0.3702015775635408,0.3354601226993865
AWK,1.1489578037620742,0.5460091509913574,0.21301474326385358
AMP,0.026878107781212204,-0.02875957532589706,0.4336782690498589
ABC,1.024122162040304,0.04074477075089798,1.4490063166711753
AME,0.531019463355906,0.09442009097176031,0.3239482288807719
AMGN,0.43921274436256125,0.2004765897356692,0.08296191694982569
APH,0.4397458804844153,0.14590033750248163,0.3153662894580107
ADI,0.6791207438163845,0.39134215368594627,0.1945721876827039
ANSS,0.38516412665615973,0.21496914077469234,0.03659712858044822
ANTM,0.6284048404840484,-0.49566556655665567,1.181210121012101
AON,0.9244342155734561,0.033152501506931886,0.09211463641843388
APA,0.803955788248982,0.6143106457242583,0.051192553810354854
AAPL,0.7333504971714458,0.17179378344339064,0.3127413664734575
AMAT,0.33353279976064026,0.15932380881142943,0.2200613359263969
APTV,0.5431780239793595,0.09819395962968584,0.45849142510244345
ANET,0.18193957251317577,0.10535741996082507,0.07909072771395347
AIZ,0.8818284344822725,0.09068160992457884,0.7912877986889406
T,1.1919913549858918,0.4912849452682556,0.35600648376058114
ATO,1.6602391895734396,0.9694965390507959,0.03826141943478944
ADSK,1.2016411659116164,0.3712710488075904,0.03577228822976323
AZO,0.9223736147713874,0.3542308193694773,0.31312875520855354
AVB,4.139361847245129,2.5306427411054204,0.987530847356738
AVY,0.7647925879132449,0.20391661402400504,0.6330595914929459
BKR,0.6995660178853235,0.2702524986849027,0.05740399789584429
BLL,0.9351552795031056,0.1013664596273292,0.6449689440993789
BAC,0.05847629649030906,0.015567705605028811,0.051011655316919854
BBWI,0.7620421753607103,0.15782463928967813,0.5049944506104328
BAX,0.3788331672755452,0.13229270452784236,0.2724454776929038
BDX,0.65068569517226,0.2459583008139146,0.2874344965993979
WRB,6.9813183005521795,-0.07255409114012461,0.8658113505742098
BBY,0.9435551811288964,0.21248712908359074,0.715154919030235
BIO,0.4245765990306649,0.15805592503166066,0.2088838359953543
TECH,0.19454763209711143,0.25416641292653713,0.2853718353992393
BIIB,0.48501230380844307,0.3731942726727952,0.05726052198747944
BLK,0.09483586100979075,0.6512766365905164,0.18228066807448648
BK,3.9745253544820955,0.2694063926940639,0.64647921172795
BA,0.7045690471101884,0.007892406802430313,0.10002900497664335
BKNG,0.3153461018834936,0.040928236509576416,0.1688786457919415
BWA,0.42575024201355277,0.10009680542110358,0.4334946757018393
BXP,0.3433016638249672,0.2389328129311776,0.15390055128403451
BSX,0.5360389610389611,0.2905844155844156,0.37077922077922076
BMY,0.5970184088455815,0.23450126907255595,0.07299355252793419
BR,0.4898764710182004,0.2423799429866238,0.18310065053724142
BRO,0.6641964285714286,0.205625,0.8953571428571429
CHRW,0.708158010524426,0.2124346648594931,0.0005958236083962767
CDNS,0.6173027718662222,1.3201792407821504,0.16080420682308227
CZR,0.6437665348676231,0.2797138121788766,0.10110326510726861
COF,0.3921879961892664,0.15068275643061288,0.11559225150841537
CAH,1.2893081761006289,0.3132075471698113,0.5706498951781971
KMX,0.014766823029512611,0.07366583226403585,0.08159616315025559
CCL,0.8884942656307806,0.06344802071772106,1.3817980022197558
CARR,0.36945334864190355,0.17379101306211686,1.0675077445914942
CTLT,1.0988347000431593,-0.19723780750971084,0.167134225291325
CAT,0.5551746303835441,0.45189629312191987,0.07435183201199914
CBOE,0.3903484571962141,0.10568312041084843,0.2533848308645643
CBRE,0.648206778429439,0.05992110863133856,0.17955571702911716
