ticker,da,roa,net_profit_margin,asset_turnover,debt_ratio
MMM,0.7109706267828232,0.29188189037082723,0.8753757225433526,0.3334361267442757,0.7109706267828232
AOS,0.5108637696614237,0.19661423620367902,0.452731737262124,0.43428419088243136,0.5108637696614237
ABT,0.693368226207953,0.28065360311482734,0.6946287519747235,0.404033956724325,0.693368226207953
ABBV,0.3147276802843353,0.1352612128677881,3.3389830508474576,0.04050970334619035,0.3147276802843353
ABMD,0.19834081083798322,0.1505146282611974,0.761819193766399,0.1975726386165988,0.19834081083798322
ACN,0.7176299735026757,0.23373924715611277,0.4730469282403424,0.4941142901521097,0.7176299735026757
ATVI,0.39975315414152496,0.18239166209544708,2.027439024390244,0.08996160175534833,0.39975315414152496
ADM,0.6433690916756453,0.05476179322621445,0.0771108179419525,0.7101700473134398,0.6433690916756453
ADBE,1.2611239414934565,0.39107005388760585,5.619469026548672,0.06959199384141647,1.2611239414934565
ADP,0.9796301220838873,0.038085337846005075,0.7523040924502172,0.05062492445304001,0.9796301220838873
AAP,0.7861764892302631,0.16306943868214147,0.46529764663151435,0.3504626336768944,0.7861764892302631
AES,0.9741923150449245,0.10705410055438731,0.2993051843933725,0.35767539667367615,0.9741923150449245
AFL,20.446011842563568,0.9757924068268896,0.781123658162554,1.249216300940439,20.446011842563568
A,0.6099290780141844,0.07801418439716312,0.22020018198362148,0.354287556415216,0.6099290780141844
AIG,25.924403021442494,0.7170443469785575,267.52272727272725,0.0026803118908382065,25.924403021442494
APD,0.38540585206686867,0.1627433947072907,0.5166823624377774,0.3149776468843359,0.38540585206686867
AKAM,0.31068827794066445,0.23049381770047048,1.995627546071775,0.11549941678955984,0.31068827794066445
ALK,1.5714285714285714,-0.0014727540500736377,-0.001344688480502017,1.0952380952380953,1.5714285714285714
ALB,0.6332256082735722,0.152132322506448,0.5175589745785127,0.2939420046388739,0.6332256082735722
ARE,2.5346307414015468,1.6816336957999745,33.18,0.05068214875828735,2.5346307414015468
ALGN,0.5944402507868465,0.288938723009834,2.653999066518959,0.1088691878813703,0.5944402507868465
ALLE,0.5060890397284887,0.040626871631064085,0.06919415164909895,0.5871431423437812,0.5060890397284887
LNT,2.3447488584474887,1.0046803652968037,2.9278110445775116,0.34315068493150686,2.3447488584474887
ALL,0.026968247063940843,2.494997825141366,6.919179734620024,0.36059156154849936,0.026968247063940843
GOOGL,0.2963795566857607,0.1629002870662874,1.1824452901998097,0.13776560185609982,0.2963795566857607
GOOG,0.2963795566857607,0.1629002870662874,1.1824452901998097,0.13776560185609982,0.2963795566857607
MO,1.6944444444444444,0.6393034825870647,1.5726670066292707,0.4065091210613599,1.6944444444444444
AMZN,0.9115369443810077,0.9076442377561401,1.1520026350461132,0.787883820873212,0.9115369443810077
AMCR,0.8036948545097704,0.1316238586910146,0.2543176291166893,0.5175569587848793,0.8036948545097704
AMD,0.5131607570154448,0.20643898194474658,0.6856936416184971,0.30106591255166415,0.5131607570154448
AEE,1.750524109014675,0.9196366177498253,2.4014598540145986,0.3829489867225716,1.750524109014675
AAL,2.231416037046064,1.3635145015842067,90.23387096774194,0.015110894467462832,2.231416037046064
AEP,2.5256510863701016,0.8867526607484428,-234.80519480519482,-0.0037765461768600717,2.5256510863701016
AXP,0.3706752465318402,0.04019722547217115,0.10256957031666489,0.39190205582483706,0.3706752465318402
AMT,2.14883702717519,0.7532696374030856,2.73369333522808,0.2755501605450701,2.14883702717519
AWK,1.5914396887159532,0.666147859922179,20.38095238095238,0.03268482490272374,1.5914396887159532
AMP,0.0541925047182529,0.2229711512537072,0.3321285140562249,0.6713399838231329,0.0541925047182529
ABC,1.0578708564406005,0.04252190723643348,0.026401905513132096,1.610562056412308,1.0578708564406005
AME,0.7038594194506684,0.6441108101557382,1.2180097883546024,0.5288223594868324,0.7038594194506684
