ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,47180000000,15345000000,4636000000,501000000,4458000000,4817000000,31866000000,9240000000,17465000000,19351000000,5697000000,13654000000,532000000,31000000,501000000,398000000,2373000000,33352000000,8363000000,2670000000,482000000,None,0,24989000000,876000000,18169000000,1368000000,16819000000,18169000000,3126000000,3330000000,13760000000,29020000000,44255000000,9000000,579675002,1688000000,None,None,197000000,509000000,460000000,310000000,205000000,304000000,1627000000,-369000000,-1251000000,6000000,231000000,231000000,None,858000000,858000000,None,None,None,None,62000000,293000000,2000000,-66000000,1624000000,4326000000,8851000000,4525000000,4525000000,1994000000,1808000000,524000000,1941000000,None,-132000000,4000000,132000000,8841000000,-48000000,None,133000000,1943000000,319000000,132000000,1626000000,1578000000,2075000000,2208000000,2021-04-27,2.77,2.2932,0.4768,20.7919
AOS,USD,3106800000,1558200000,578500000,665500000,312800000,534500000,1548600000,539100000,688000000,868200000,320900000,547300000,87000000,None,87000000,45400000,97100000,1257800000,836100000,547400000,77700000,6800000,6800000,421700000,35800000,99600000,6800000,99600000,142200000,281900000,190300000,1849000000,1219300000,2565100000,295300000,161526733,104400000,None,None,None,None,19500000,17100000,None,-109500000,97700000,12500000,-111500000,0,67000000,67000000,None,42200000,42200000,None,None,0,None,-67000000,None,5400000,None,97700000,288600000,768000000,646900000,480400000,142200000,166500000,None,166500000,None,-1000000,None,1000000,769000000,5000000,None,19500000,126100000,28400000,1000000,97700000,98100000,127100000,146600000,2021-04-29,0.6,0.5699,0.0301,5.2816
ABT,USD,72785000000,21817000000,8054000000,8372000000,5387000000,6096000000,47245000000,8832000000,9865000000,37581000000,14181000000,23400000000,289000000,832000000,318000000,1962000000,None,39223000000,12462000000,4066000000,416000000,955000000,199000000,17489000000,None,19001000000,756000000,17489000000,19200000000,7441000000,None,33562000000,9845000000,28669000000,24023000000,1776842000,2637000000,270000000,None,None,372000000,934000000,397000000,-165000000,537000000,1793000000,-422000000,-967000000,24000000,275000000,275000000,None,800000000,800000000,None,None,0,None,-189000000,None,1248000000,None,1793000000,2624000000,10318000000,7694000000,4401000000,2109000000,2783000000,654000000,3962000000,11000000,-135000000,-127000000,135000000,10453000000,61000000,425000000,509000000,2043000000,250000000,135000000,1793000000,1454000000,2178000000,2687000000,2021-04-20,1.32,1.2693,0.0507,3.9943
ABBV,USD,150501000000,26569000000,9755000000,9777000000,3272000000,9588000000,123932000000,5193000000,5694000000,113642000000,81293000000,32349000000,None,305000000,22000000,3932000000,4792000000,136791000000,31951000000,None,None,11347000000,9000000,104817000000,None,74183000000,11338000000,None,9000000,20604000000,26866000000,13710000000,3017000000,2292000000,18000000,1769000000,4877000000,None,None,236000000,1383000000,2215000000,188000000,866000000,187000000,3555000000,-342000000,-3174000000,0,787000000,787000000,None,2322000000,2322000000,None,None,0,None,-716000000,None,1306000000,-55000000,3553000000,3946000000,13010000000,9064000000,4213000000,4103000000,2842000000,1852000000,6703000000,10000000,-632000000,10000000,632000000,-9000000,395000000,206000000,2009000000,3865000000,312000000,632000000,3555000000,3375000000,4497000000,6506000000,2021-04-30,2.95,2.8294,0.1206,4.2624
ABMD,USD,1494359000,787965000,232710000,232710000,81059000,97179000,782403000,197129000,81353000,190618000,112050000,78568000,62995000,264085000,350985000,26032000,113082000,164684000,128969000,34842000,24322000,None,None,39372000,None,None,None,None,None,3759000,10162000,1329675000,288030000,828007000,453000,45270948,86475000,16369000,None,14060000,3166000,23894000,26109000,5134000,4061000,56856000,-36243000,5365000,None,0,0,None,None,None,None,None,None,None,5501000,None,56856000,-3905000,56856000,195168000,241246000,46078000,46078000,62804000,100374000,31989000,132364000,1049000,None,None,None,241246000,9641000,None,6826000,73494000,16638000,None,56856000,49580000,62804000,69630000,2021-04-29,1.07,1.1283,-0.0583,-5.1671
ACN,USD,39985401000,19560720000,9166578000,9170096000,None,7986153000,20424681000,1500781000,2522213000,9960665000,1208546000,8752119000,263753000,306162000,3518000,1665232000,1781015000,21677374000,14090668000,1740395000,4866818000,9040000,742122000,7052306000,3406027000,59323000,9040000,None,3474390000,693839000,514221000,18308027000,3913917000,14035805000,72000,635993980,2534721000,401591000,None,139415000,390098000,193236000,92510000,92449000,None,3222334000,-439355000,-1546733000,0,1184586000,1184586000,None,561042000,561042000,None,None,None,None,-976391000,None,3341824000,None,1440859000,1579769000,12088125000,10508356000,8492893000,1653515000,1941717000,None,2015463000,8407000,-8922000,8407000,8922000,-3789000,109443000,119490000,73746000,1741809000,300950000,8922000,1461493000,1509623000,1750731000,1824477000,2021-03-18,2.03,1.9016,0.1284,6.7522
ATVI,USD,23425000000,10922000000,9281000000,9281000000,None,773000000,12296000000,192000000,None,10211000000,446000000,9765000000,None,None,None,585000000,643000000,8094000000,3181000000,225000000,2959000000,None,None,4913000000,None,3606000000,None,3606000000,3606000000,1497000000,942000000,15331000000,5563000000,9945000000,0,775000000,844000000,None,None,-263000000,-274000000,5000000,22000000,-276000000,None,619000000,-86000000,-95000000,None,0,0,None,365000000,365000000,None,None,0,None,29000000,None,663000000,None,619000000,1665000000,2247000000,582000000,578000000,795000000,519000000,353000000,935000000,None,-28000000,1000000,28000000,2275000000,-30000000,None,33000000,765000000,146000000,28000000,619000000,641000000,795000000,826000000,2021-05-04,0.84,0.6947,0.1453,20.9155
ADM,USD,51478000000,29284000000,694000000,694000000,12764000000,3269000000,22194000000,9799000000,16497000000,5249000000,5249000000,None,7617000000,4998000000,6403000000,6154000000,1077000000,38094000000,18512000000,4011000000,555000000,2763000000,2763000000,12023000000,1092000000,8437000000,0,8437000000,2763000000,4448000000,1371000000,20841000000,None,20261000000,2858000000,563000000,298000000,None,None,-330000000,1240000000,249000000,174000000,515000000,1138000000,693000000,-169000000,1077000000,729000000,0,0,None,208000000,208000000,None,None,593000000,None,0,None,1206000000,None,689000000,1548000000,18893000000,17345000000,17345000000,751000000,749000000,None,797000000,None,-87000000,13000000,87000000,17979000000,33000000,None,249000000,820000000,131000000,87000000,693000000,1015000000,907000000,1156000000,2021-04-27,1.39,1.0558,0.3342,31.6537
ADBE,USD,24985000000,7384000000,3452000000,4963000000,None,None,17601000000,1530000000,None,1729000000,1729000000,11845000000,None,None,1511000000,901000000,758000000,11439000000,5806000000,254000000,None,None,94000000,5633000000,588000000,4119000000,None,None,4707000000,1324000000,248000000,13546000000,14451000000,20521000000,0,479000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1261000000,3458000000,3905000000,447000000,447000000,1454000000,290000000,620000000,2004000000,None,-30000000,None,30000000,None,9000000,None,196000000,1433000000,172000000,None,1261000000,1278000000,1463000000,1659000000,2021-03-23,3.14,2.7867,0.3533,12.6781
ADP,USD,54407700000,46752400000,1891500000,1902000000,None,2765400000,5229800000,701400000,None,3546600000,1212800000,2333800000,1902000000,0,10500000,604500000,475100000,48733800000,44615200000,112200000,1085700000,1200000,0,4118600000,360900000,2007200000,1200000,1994300000,2007200000,44302300000,806500000,5673900000,14919600000,19307500000,63900000,426000000,1252200000,59100000,None,479600000,429400000,126900000,156400000,278700000,None,810700000,-1416800000,4172200000,0,427400000,427400000,None,397800000,397800000,None,None,0,None,-427400000,None,810700000,None,810700000,978900000,4088100000,3109200000,2278100000,-1782000000,763000000,None,2760900000,4700000,-13500000,4700000,13500000,4101600000,18800000,None,81000000,1066200000,255500000,13500000,810700000,512700000,1079700000,1160700000,2021-04-28,1.89,1.784,0.106,5.9417
