ticker,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
MMM,USD,33957000000,12641000000,2654000000,140000000,3838000000,4919000000,21333000000,8566000000,15726000000,11306000000,2201000000,9105000000,294000000,154000000,140000000,1090000000,1207000000,22313000000,5697000000,1782000000,None,213000000,213000000,16616000000,None,11088000000,11307000000,11088000000,11301000000,2604000000,1767000000,11591000000,25466000000,38793000000,9000000,598100000,1642000000,None,None,96000000,373000000,380000000,302000000,175000000,198000000,1585000000,517000000,-1705000000,-45000000,494000000,494000000,None,701000000,701000000,None,None,None,None,-313000000,181000000,1585000000,27000000,1583000000,3790000000,7810000000,4020000000,4007000000,2153000000,1620000000,473000000,1193000000,12000000,-54000000,None,54000000,433000000,12000000,None,47000000,2140000000,557000000,54000000,1585000000,1543000000,2194000000,2241000000,2017-07-25,2.58,2.5902,-0.0102,-0.3938
AOS,USD,2984000000,1640300000,306600000,740900000,287000000,566800000,1343700000,475800000,499400000,795400000,302300000,493100000,None,None,434300000,45600000,72500000,1370300000,705800000,493100000,None,7400000,7400000,664500000,None,367700000,7400000,367700000,375100000,205300000,194000000,1613700000,550200000,1724500000,164500000,172992419,129200000,0,None,None,None,17400000,19500000,None,None,92400000,-18300000,-53200000,0,36100000,36100000,None,24200000,24200000,None,None,0,None,-36100000,None,13200000,None,92400000,304200000,735700000,609600000,434000000,141600000,178300000,None,177300000,None,-2500000,None,2500000,738200000,4600000,None,17400000,128000000,35600000,2500000,92400000,103900000,130500000,147900000,2017-07-26,0.53,0.5275,0.0025,0.4739
ABT,USD,71151000000,19983000000,9675000000,9835000000,3603000000,4633000000,49616000000,7286000000,7190000000,40785000000,18653000000,22132000000,None,1545000000,160000000,1912000000,None,39549000000,6803000000,1667000000,None,221000000,218000000,23810000000,None,23816000000,3000000,23810000000,24034000000,4723000000,None,31602000000,10362000000,25202000000,23012000000,1740524000,1351000000,None,None,None,51000000,648000000,255000000,86000000,-35000000,283000000,-6000000,-384000000,26000000,3000000,3000000,None,462000000,462000000,None,None,0,None,54000000,None,969000000,8000000,283000000,3056000000,6435000000,5305000000,3189000000,386000000,2150000000,513000000,2645000000,31000000,-214000000,None,214000000,12000000,80000000,256000000,392000000,308000000,25000000,214000000,270000000,565000000,522000000,914000000,2017-07-20,0.62,0.6052,0.0148,2.4455
ABBV,USD,66994000000,16962000000,6088000000,7205000000,1582000000,4859000000,50032000000,2657000000,5129000000,44018000000,28366000000,15652000000,2608000000,2052000000,1117000000,3316000000,1305000000,60985000000,12259000000,None,None,3420000000,400000000,42335000000,None,33817000000,3020000000,None,400000000,128000000,8518000000,6009000000,11427000000,5951000000,18000000,1595000000,2003000000,None,None,-264000000,278000000,379000000,126000000,133000000,70000000,1915000000,318000000,-980000000,0,5000000,5000000,None,1024000000,1024000000,None,None,0,None,59000000,None,1348000000,7000000,1915000000,5415000000,6944000000,1529000000,1528000000,2662000000,1509000000,1238000000,3022000000,31000000,-284000000,None,284000000,-6000000,-50000000,110000000,269000000,2353000000,438000000,284000000,1915000000,1909000000,2637000000,2906000000,2017-07-28,1.42,1.3986,0.0214,1.5301
ABMD,USD,652217000,350915000,43970000,251411000,36926000,53557000,338971000,92804000,23040000,48686000,15487000,33199000,252710000,37669000,207441000,9021000,8686000,85173000,59005000,12784000,9697000,829000,829000,26168000,15325000,15325000,829000,None,16154000,9697000,588000,567044000,64567000,65661000,441000,44080941,36294000,609000,None,-5244000,1422000,2463000,9804000,-795000,1302000,37374000,-17208000,-14434000,None,0,0,None,None,None,None,None,None,None,3555000,None,4930000,278000,37374000,110606000,132468000,21862000,21862000,33078000,60597000,16931000,77528000,635000,None,None,None,132468000,79000,2463000,2463000,33792000,-3582000,None,37374000,43472000,33078000,36255000,2017-07-27,0.4511,0.4125,0.0386,9.3576
ACN,USD,21135592000,11205735000,3382208000,3384847000,None,4474415000,9929857000,1041006000,1915058000,5253748000,642752000,4610996000,216548000,199465000,2639000,1079163000,1167013000,12968236000,9154325000,1291138000,3242854000,2942000,2942000,3104607000,None,24732000,2942000,None,27942000,399194000,320652000,8167356000,4109376000,8844773000,72000,619436804,1792572000,209559000,None,448369000,312394000,194480000,135811000,-66196000,None,681777000,-547697000,-1123576000,0,588622000,588622000,None,782451000,782451000,None,None,None,None,-338603000,None,143346000,22047000,669468000,2909631000,9356787000,6447156000,6447156000,865435000,1534403000,None,1567859000,8549000,-3613000,None,3613000,97277000,-4213000,86148000,41698000,839067000,169599000,3613000,704801000,1073296000,842680000,884378000,2017-06-22,1.52,1.5207,-0.0007,-0.046
ATVI,USD,16808000000,4352000000,3278000000,3278000000,51000000,360000000,11954000000,246000000,None,11242000000,1479000000,9763000000,None,None,None,314000000,466000000,7093000000,1765000000,163000000,940000000,None,4387000000,5290000000,None,4387000000,4387000000,4387000000,4387000000,940000000,903000000,9715000000,5563000000,5312000000,0,754000000,265000000,None,None,-197000000,35000000,196000000,31000000,11000000,8000000,243000000,-21000000,-248000000,None,0,0,None,226000000,226000000,None,None,1190000000,None,21000000,None,30000000,31000000,243000000,1070000000,1631000000,561000000,6000000,339000000,479000000,252000000,925000000,None,-36000000,None,36000000,1631000000,-46000000,None,226000000,293000000,50000000,36000000,243000000,228000000,339000000,555000000,2017-08-03,0.43,0.3042,0.1258,41.3544
ADM,USD,37817000000,18201000000,433000000,670000000,7846000000,1717000000,19815000000,9945000000,14227000000,3866000000,3866000000,None,5827000000,5055000000,237000000,2898000000,750000000,28782000000,11421000000,2926000000,None,924000000,353000000,8951000000,None,6056000000,571000000,6056000000,353000000,2465000000,1289000000,17411000000,None,17176000000,2376000000,571000000,-591000000,None,None,-1946000000,-2359000000,227000000,252000000,-109000000,-907000000,275000000,1300000000,-759000000,-68000000,263000000,263000000,None,181000000,181000000,None,None,0,None,-263000000,None,275000000,None,276000000,892000000,14943000000,14051000000,14056000000,333000000,525000000,None,554000000,25000000,-86000000,None,86000000,107000000,-44000000,None,227000000,384000000,108000000,86000000,275000000,709000000,470000000,697000000,2017-08-01,0.57,0.5255,0.0445,8.4681
ADBE,USD,13364900000,6052197000,1316950000,4931513000,None,None,7313000000,924108000,None,454000000,454000000,5788703000,None,None,3614563000,219232000,146058000,5560902000,3047896000,77905000,None,None,1888398000,2513000000,None,1890000000,1888398000,None,1888000000,2005953000,112296000,7803998000,5538849000,8652752000,61000,493324000,644827000,9070000,None,107458000,26452000,81635000,55297000,51975000,None,492618000,-87547000,-314432000,None,300000000,300000000,None,None,None,None,None,None,None,-298957000,1043000,248054000,5206000,374390000,1532830000,1772190000,239360000,239360000,504082000,710027000,299401000,1028748000,15216000,-18347000,None,18347000,-10349000,41000,None,39100000,492618000,118228000,18347000,492618000,413046000,510965000,550065000,2017-06-20,1.02,0.9457,0.0743,7.8566
ADP,USD,38886900000,32658700000,2780400000,2783600000,None,1703600000,23914500000,779900000,1251500000,2361200000,620200000,1741000000,2791200000,7600000,3200000,883200000,1352200000,33203000000,29815900000,149700000,391400000,7800000,0,3524200000,None,4022700000,7800000,2002400000,4022700000,29816100000,830200000,3977000000,11303700000,14728200000,63900000,445000000,457200000,831700000,None,47900000,2700000,82500000,134000000,-113500000,None,265800000,-158500000,-7295200000,0,302800000,302800000,None,255800000,255800000,None,None,None,None,-302800000,None,-57100000,73100000,265800000,1217600000,3064800000,1847200000,1822100000,1174100000,820200000,166900000,43500000,22200000,-22800000,None,22800000,None,23400000,None,190300000,419800000,154000000,22800000,265800000,450200000,442600000,632900000,2017-07-27,0.66,0.665,-0.005,-0.7519
AAP,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232268000,None,None,-46000000,-136502000,57770000,57085000,-5195000,-131307000,993088000,-56894000,-46716000,-42692000,182000,182000,None,4461000,None,None,1245000,None,None,1063000,None,131143000,2485000,87049000,993088000,2263727000,2128016000,1270639000,146711000,846377000,None,857377000,None,None,None,None,2263727000,3169000,None,11000000,135959000,48910000,None,993088000,993088000,146711000,157711000,2017-08-15,1.58,1.6565,-0.0765,-4.6182
AES,USD,36469000000,6318000000,1213000000,1953000000,633000000,2173000000,28234000000,23192000000,9841000000,1554000000,397000000,1157000000,683000000,683000000,740000000,1061000000,1983000000,33448000000,6411000000,1684000000,None,None,2572000000,23193000000,None,18195000000,20767000000,None,20767000000,37000000,2905000000,3021000000,1892000000,-1086000000,8000000,660191726,254000000,417000000,None,-123000000,273000000,290000000,649000000,170000000,27000000,150000000,-779000000,143000000,-127000000,0,0,None,79000000,79000000,None,0,None,None,0,None,-380000000,-5000000,53000000,623000000,2613000000,1990000000,1990000000,513000000,49000000,None,187000000,93000000,-333000000,-57000000,276000000,-48000000,47000000,None,290000000,139000000,86000000,345000000,53000000,29000000,415000000,705000000,2017-08-08,0.25,0.208,0.042,20.1923
AFL,USD,135394000000,4264000000,4264000000,4264000000,None,None,442000000,442000000,None,None,None,None,118175000000,760000000,83003000000,2209000000,420000000,113891000000,108639000000,None,None,None,5252000000,5252000000,None,5234000000,5915000000,None,5234000000,13725000000,102582000000,21503000000,10955000000,26942000000,67000000,395999000,1408000000,56000000,None,757000000,173000000,283000000,None,98000000,None,713000000,-990000000,-355000000,None,203000000,203000000,None,162000000,162000000,None,None,0,None,-158000000,6000000,59000000,-4000000,713000000,-1598000000,5428000000,7026000000,4314000000,1073000000,665000000,None,1000000000,None,-61000000,None,61000000,4613000000,-9000000,None,None,1045000000,332000000,61000000,713000000,1482000000,1106000000,None,2017-07-27,0.915,0.8167,0.0983,12.0362
A,USD,8261000000,3996000000,2563000000,2563000000,566000000,678000000,4265000000,716000000,None,2987000000,375000000,2612000000,None,137000000,None,189000000,425000000,3650000000,1241000000,289000000,301000000,280000000,280000000,2410000000,None,1789000000,2081000000,1801000000,2069000000,141000000,285000000,4608000000,0,-260000000,3000000,322000000,228000000,29000000,None,None,2000000,51000000,43000000,19000000,-17000000,218000000,-101000000,29000000,39000000,0,0,None,42000000,42000000,None,None,None,None,32000000,None,174000000,18000000,175000000,577000000,1095000000,518000000,368000000,201000000,308000000,87000000,426000000,6000000,-19000000,None,19000000,1114000000,5000000,None,27000000,193000000,18000000,19000000,218000000,235000000,212000000,239000000,2017-08-15,0.59,0.5227,0.0673,12.8755
AIG,USD,499762000000,15228000000,2517000000,14611000000,None,None,496739000000,None,None,None,None,None,320746000000,323083000000,12094000000,38632000000,233767000000,425438000000,394218000000,None,None,None,31812000000,31812000000,None,31812000000,31812000000,3085000000,31812000000,21933000000,393626000000,73732000000,47329000000,30420000000,4766000000,903392620,1300000000,5389000000,None,None,1224000000,1115000000,None,None,None,1118000000,226000000,-979000000,0,2415000000,2415000000,None,290000000,290000000,None,0,2070000000,None,-2415000000,0,-4271000000,58000000,1130000000,-4293000000,12502000000,16795000000,9449000000,-6475000000,2182000000,None,2182000000,-128000000,-292000000,None,292000000,8119000000,None,None,990000000,1687000000,557000000,288000000,1122000000,2311000000,1979000000,None,2017-08-02,1.53,1.1956,0.3344,27.9692
APD,USD,17853800000,5347000000,2332600000,3348700000,293300000,1101200000,12506800000,8317000000,10859300000,1068900000,363800000,705100000,2384000000,1244700000,1016100000,431700000,736900000,8343900000,2433200000,None,None,559400000,143400000,5910700000,None,3782600000,416000000,3366600000,3926000000,16500000,1910000000,9412400000,2190500000,12584200000,249400000,218100000,104100000,None,None,78700000,-24200000,216900000,274600000,-100000,-24100000,104100000,141600000,-192600000,17400000,0,0,None,206900000,206900000,None,None,900000,None,18300000,None,463300000,9300000,101900000,635900000,2121900000,1486000000,1486000000,258700000,184100000,14600000,366700000,None,-29800000,None,29800000,0,3700000,None,216900000,191200000,89300000,29800000,104200000,278500000,221000000,437900000,2017-08-01,1.65,1.594,0.056,3.5132
AKAM,USD,4489039000,1238357000,352501000,683121000,None,395865000,3968624000,856039000,None,1540664000,184041000,1356623000,1055819000,731781000,330620000,159371000,114750000,1201867000,399064000,91741000,77620000,None,651400000,802803000,None,612800000,651400000,676200000,612800000,11528000,125793000,3287172000,177615000,-822027000,1751000,172027173,224633000,None,1681000,8314000,-9230000,89206000,97005000,-12273000,None,57772000,-294939000,-105511000,None,105148000,105148000,None,None,None,None,None,0,0,-96998000,None,-169818000,5233000,56752000,394228000,608908000,214680000,214650000,85593000,242950000,53373000,307047000,4281000,-4646000,None,4646000,605832000,563000,None,7753000,85791000,29039000,4646000,57772000,70640000,90437000,98190000,2017-07-25,0.62,0.6038,0.0162,2.683
ALK,USD,10720000000,2425000000,198000000,1922000000,52000000,326000000,8295000000,6002000000,3059000000,2077000000,137000000,1940000000,None,None,1724000000,125000000,216000000,7456000000,2974000000,95000000,652000000,337000000,337000000,2013000000,None,2806000000,337000000,2469000000,2806000000,1255000000,427000000,3264000000,466000000,3888000000,1000000,123520517,614000000,16000000,None,14000000,-84000000,90000000,321000000,None,None,296000000,-483000000,-116000000,None,22000000,22000000,None,37000000,37000000,None,0,None,None,0,None,15000000,None,293000000,801000000,2102000000,1275000000,562000000,487000000,689000000,None,1615000000,9000000,-26000000,None,26000000,None,0,None,90000000,474000000,181000000,26000000,296000000,298000000,500000000,591000000,2017-07-26,2.51,2.5182,-0.0082,-0.3256
ALB,USD,7291989000,2204448000,1006945000,1006945000,565894000,539227000,5087541000,2416829000,1632241000,2004230000,417780000,1586450000,35000,505242000,None,92382000,161240000,3531159000,983662000,346417000,None,307109000,307109000,2442184000,None,1728577000,307109000,1421468000,1728577000,289991000,203106000,3760830000,None,2205592000,1104000,110391000,-137040000,700000,None,None,4567000,49122000,43622000,None,None,113689000,-48832000,-60007000,None,0,0,None,53362000,35432000,None,None,0,None,1167000,None,-247591000,-1712000,103333000,271960000,737258000,465298000,465164000,138039000,116585000,17337000,133023000,None,None,None,14590000,-800000,-1678000,None,5849000,126463000,23130000,14590000,103333000,153481000,138039000,143888000,2017-08-07,1.13,1.0989,0.0311,2.8301
ARE,USD,11245667000,144879000,124877000,124877000,None,None,158733000,11787000,None,74755000,74755000,None,10302416000,58083000,424920000,7030000,10529573000,5591176000,417901000,None,None,None,300000000,2800398000,None,4775385000,4776360000,2800398000,4775385000,81602000,None,5157164000,None,22677000,921000,90215000,116102000,23730000,None,-4640000,11775000,2218000,480804000,-1589000,None,41496000,-513364000,372065000,276000,None,0,None,78989000,75591000,3398000,241848000,974265000,None,223914000,None,-26332000,547000,34221000,465827000,666342000,200515000,76980000,342292000,19234000,None,123535000,-525000,-31248000,500000,31748000,211942000,589000,None,104098000,41496000,None,31748000,341831000,35438000,342292000,446390000,2017-07-31,0.35,0.4306,-0.0806,-18.7181
ALGN,USD,1551187000,1003222000,358182000,601968000,35133000,291694000,587584000,255539000,None,118091000,26783000,91308000,360129000,116343000,243786000,74427000,22992000,472899000,424796000,45953000,220005000,None,None,3522000,None,None,None,None,None,220005000,3522000,1078288000,None,232876000,8000,80144000,110467000,0,None,16780000,27291000,8876000,18476000,27513000,693000,69179000,36744000,-51239000,None,35000000,35000000,None,None,None,None,233000,None,None,-34767000,None,97182000,1210000,69179000,270917000,356482000,85565000,85565000,83569000,162964000,24384000,187348000,None,1441000,None,None,None,997000,None,1800000,84566000,15387000,None,69179000,70405000,83569000,85369000,2017-07-27,0.85,0.7273,0.1227,16.8706
ALLE,USD,2334600000,839200000,245500000,245500000,247800000,310900000,1511700000,241300000,None,1132500000,386800000,745700000,None,None,None,35000000,121600000,2065200000,436800000,194600000,None,46900000,46900000,1628400000,None,1394100000,1441000000,1394100000,1441000000,195300000,234300000,265300000,None,468900000,900000,95200000,104900000,900000,None,None,None,5400000,13600000,None,None,105800000,1900000,-54500000,-200000,30000000,30000000,None,15200000,15200000,None,None,0,None,-30000000,None,55900000,3600000,105500000,121100000,615400000,494300000,345700000,135000000,146300000,None,148300000,200000,-16100000,None,16100000,4500000,4300000,None,5400000,122900000,17400000,16100000,105800000,152400000,139000000,144400000,2017-07-27,1.11,1.0039,0.1061,10.5688
LNT,USD,13743400000,814700000,7300000,7300000,201600000,424900000,1966100000,10608100000,None,None,None,None,19300000,354500000,None,112400000,18600000,9693000000,1208200000,381100000,None,373800000,368600000,8284800000,None,4359500000,5200000,4354300000,4728100000,265700000,288300000,4050400000,-10500000,2228600000,2300000,231062417,76300000,53200000,None,24900000,27900000,115000000,15000000,1800000,None,96800000,-164700000,153400000,105800000,None,None,None,71600000,71600000,None,0,0,None,0,None,-1100000,None,96800000,315100000,765300000,450200000,301900000,153700000,33300000,None,293400000,None,-52800000,None,52800000,765300000,-4300000,None,115000000,118000000,21200000,52800000,94300000,96800000,170800000,285800000,2017-08-03,0.41,0.3811,0.0289,7.5833
ALL,USD,110865000000,2657000000,482000000,2657000000,None,None,9587000000,1072000000,None,2309000000,2309000000,2309000000,81305000000,6206000000,2175000000,9535000000,25980000000,89364000000,83016000000,None,None,None,6347000000,6348000000,None,6348000000,6347000000,None,6348000000,13356000000,81912000000,21501000000,25241000000,41622000000,9000000,361000000,491000000,3000000,None,92000000,116000000,1176000000,72000000,-37000000,None,6686000000,337000000,-788000000,None,393000000,393000000,None,164000000,135000000,29000000,None,0,0,-352000000,None,6686000000,None,579000000,8183000000,9813000000,1404000000,8838000000,7044000000,1086000000,None,1139000000,-48000000,-83000000,None,83000000,8149000000,12000000,None,119000000,851000000,272000000,83000000,6686000000,878000000,934000000,None,2017-08-01,1.38,0.9021,0.4779,52.9764
GOOGL,USD,178621000000,112386000000,15711000000,94713000000,398000000,14877000000,66235000000,37676000000,15665000000,19537000000,2933000000,16604000000,90410000000,11942000000,79002000000,2398000000,2011000000,30335000000,18685000000,2488000000,1571000000,None,3955000000,11281000000,None,3955000000,3955000000,3939000000,-61000000,1226000000,2853000000,148286000000,None,111505000000,38509000000,692876000,7403000000,None,None,3655000000,836000000,1625000000,2831000000,836000000,None,3511000000,-7172000000,-2740000000,None,1618000000,1618000000,None,None,None,None,None,None,None,-1618000000,None,-2421000000,88000000,3524000000,15637000000,26010000000,10373000000,10373000000,4132000000,4597000000,4172000000,8769000000,None,-21000000,None,21000000,-46000000,34000000,None,1625000000,4377000000,853000000,21000000,3511000000,3965000000,4398000000,6023000000,2017-07-24,8.9,8.2892,0.6108,7.3686
GOOG,USD,178621000000,112386000000,15711000000,94713000000,398000000,14877000000,66235000000,37676000000,15665000000,19537000000,2933000000,16604000000,90410000000,11942000000,79002000000,2398000000,2011000000,30335000000,18685000000,2488000000,1571000000,None,3955000000,11281000000,None,3939000000,3955000000,3939000000,-61000000,1226000000,2853000000,148286000000,None,111505000000,38509000000,692876000,7403000000,None,None,3655000000,836000000,1625000000,2831000000,836000000,None,3511000000,-7172000000,-2740000000,None,1618000000,1618000000,None,None,None,None,None,None,None,-1618000000,None,-2421000000,88000000,3524000000,15637000000,26010000000,10373000000,10373000000,4132000000,4597000000,4172000000,8769000000,None,-21000000,None,21000000,-46000000,34000000,None,1625000000,4377000000,853000000,21000000,3511000000,3965000000,4398000000,6023000000,2017-07-24,8.9,8.2892,0.6108,7.3686
MO,USD,43726000000,4611000000,2255000000,2255000000,1999000000,119000000,39115000000,1900000000,2952000000,17503000000,12196000000,5307000000,18219000000,18219000000,None,238000000,505000000,31269000000,5582000000,194000000,None,0,0,25687000000,None,13887000000,13887000000,13887000000,0,5280000000,394000000,12418000000,30546000000,37939000000,935000000,1931067961,-730000000,23000000,None,-405000000,-138000000,52000000,58000000,-15000000,-123000000,1990000000,-16000000,-2240000000,0,1049000000,1049000000,None,1182000000,1182000000,None,0,0,None,-1049000000,None,-2973000000,None,1989000000,3114000000,6486000000,3573000000,1954000000,2528000000,568000000,None,-1171000000,None,-177000000,None,177000000,6663000000,140000000,None,52000000,2909000000,920000000,None,1990000000,2363000000,2528000000,3138000000,2017-07-27,0.85,0.8602,-0.0102,-1.1858
